wheezy,apt-dater-host,apt-dater,0.9.0-3+wheezy1
wheezy,apt-doc,apt,0.9.7.8
wheezy,apt-dpkg-ref,apt-dpkg-ref,5.3.1
wheezy,apt-file,apt-file,2.5.1
wheezy,apt-forktracer,apt-forktracer,0.4
wheezy,aptfs,aptfs,1:0+git201108031956-38fb8dc-1
wheezy,apticron,apticron,1.1.55
wheezy,aptitude,aptitude,0.6.8.2-1
wheezy,aptitude-common,aptitude,0.6.8.2-1
wheezy,aptitude-dbg,aptitude,0.6.8.2-1
wheezy,aptitude-doc-cs,aptitude,0.6.8.2-1
wheezy,aptitude-doc-en,aptitude,0.6.8.2-1
wheezy,aptitude-doc-es,aptitude,0.6.8.2-1
wheezy,aptitude-doc-fi,aptitude,0.6.8.2-1
wheezy,aptitude-doc-fr,aptitude,0.6.8.2-1
wheezy,aptitude-doc-it,aptitude,0.6.8.2-1
wheezy,aptitude-doc-ja,aptitude,0.6.8.2-1
wheezy,apt-listbugs,apt-listbugs,0.1.8
wheezy,apt-listchanges,apt-listchanges,2.85.11
wheezy,apt-mirror,apt-mirror,0.4.8-5
wheezy,apt-move,apt-move,4.2.27-3
wheezy,apt-offline,apt-offline,1.2
wheezy,apt-offline-gui,apt-offline,1.2
wheezy,aptoncd,aptoncd,0.1.98+bzr117-1.2
wheezy,apt-p2p,apt-p2p,0.1.6+nmu1
wheezy,apt-rdepends,apt-rdepends,1.3.0-3
wheezy,aptsh,aptsh,0.0.7+nmu2+b1
wheezy,apt-show-source,apt-show-source,0.10
wheezy,apt-show-versions,apt-show-versions,0.20
wheezy,apt-spy,apt-spy,3.2.2-1
wheezy,apt-src,apt-src,0.25.1-0.1
wheezy,apt-transport-debtorrent,apt-transport-debtorrent,0.2.2+b1
wheezy,apt-transport-https,apt,0.9.7.8
wheezy,apt-transport-spacewalk,apt-spacewalk,1.0.6-2.1
wheezy,apt-utils,apt,0.9.7.8
wheezy,apt-watch,apt-watch,0.4.0-2.1
wheezy,apt-watch-backend,apt-watch,0.4.0-2.1
wheezy,apt-watch-gnome,apt-watch,0.4.0-2.1
wheezy,apt-xapian-index,apt-xapian-index,0.45
wheezy,apt-zip,apt-zip,0.18
wheezy,ap-utils,ap-utils,1.5-2
wheezy,apvlv,apvlv,0.1.1-1.2+b1
wheezy,apwal,apwal,0.4.5-1
wheezy,aqbanking-tools,libaqbanking,5.0.24-3
wheezy,aqemu,aqemu,0.8.2-2
wheezy,aqsis,aqsis,1.8.1-3
wheezy,aqsis-examples,aqsis,1.8.1-3
wheezy,aqualung,aqualung,0.9~beta11-1.2+b1
wheezy,ara,ara,1.0.31
wheezy,arandr,arandr,0.1.6-1
wheezy,aranym,aranym,0.9.13-6
wheezy,arbtt,arbtt,0.6.2-1
wheezy,arc,arc,5.21p-1
wheezy,archivemail,archivemail,0.9.0-1
wheezy,archivemount,archivemount,0.6.1-2+b1
wheezy,archmage,archmage,1:0.2.4-3
wheezy,archmbox,archmbox,4.10.0-2
wheezy,ardentryst,ardentryst,1.71-4
wheezy,ardesia,ardesia,1.0-2
wheezy,ardour,ardour,1:2.8.14-2
wheezy,ardour-i686,ardour,1:2.8.14-2
wheezy,arduino,arduino,1:1.0.1+dfsg-7
wheezy,arduino-core,arduino,1:1.0.1+dfsg-7
wheezy,arduino-mk,arduino-mk,0.8-5
wheezy,arename,arename,4.0-2
wheezy,argus-client,argus-client,2.0.6.fixes.1-3
wheezy,argus-server,argus,1:2.0.6.fixes.1-16.3
wheezy,argyll,argyll,1.4.0-8
wheezy,argyll-dbg,argyll,1.4.0-8
wheezy,aria2,aria2,1.15.1-1
wheezy,aribas,aribas,1.64-5
wheezy,ario,ario,1.5.1-1+b1
wheezy,ario-common,ario,1.5.1-1
wheezy,arista,arista,0.9.7-4
wheezy,arj,arj,3.10.22-10
wheezy,ark,ark,4:4.8.4-2
wheezy,ark-dbg,ark,4:4.8.4-2
wheezy,armada-backlight,armada-backlight,1.1-6
wheezy,armagetronad,armagetronad,0.2.8.3.2-1
wheezy,armagetronad-common,armagetronad,0.2.8.3.2-1
wheezy,armagetronad-dedicated,armagetronad,0.2.8.3.2-1
wheezy,arno-iptables-firewall,arno-iptables-firewall,2.0.1.c-1
wheezy,aroarfw-dev,aroarfw,0.1~beta4-5
wheezy,aroarfw-doc,aroarfw,0.1~beta4-5
wheezy,arora,arora,0.11.0-1
wheezy,arpalert,arpalert,2.0.11-7.1
wheezy,arping,arping,2.11-1
wheezy,arpon,arpon,2.0-2.1
wheezy,arp-scan,arp-scan,1.8.1-2
wheezy,arptables,arptables,0.0.3.4-1
wheezy,arpwatch,arpwatch,2.1a15-1.2
wheezy,array-info,array-info,0.15-1
wheezy,artha,artha,1.0.2-1
wheezy,as31,as31,2.3.1-6
wheezy,asc,asc,2.4.0.0-3
wheezy,ascd,ascd,0.13.2-5
wheezy,asc-data,asc,2.4.0.0-3
wheezy,ascdc,ascdc,0.3-14
wheezy,ascii2binary,ascii2binary,2.14-1
wheezy,ascii,ascii,3.11-1
wheezy,asciidoc,asciidoc,8.6.7-1
wheezy,asciijump,asciijump,1.0.2~beta-6
wheezy,asciio,asciio,1.02.71-1
